WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7 WT_8_8 WT_9_9 WT_10_10 WT_11_11 WT_12_12 WT_13_13 WT_14_14 WT_15_15 WT_16_16 WT_17_17 WT_18_18 WT_19_19 WT_20_20 WT_21_21 WT_22_22 WT_23_23 WT_24_24 WT_25_52 WT_26_53 WT_27_61 WT_28_65 WT_29_66 WT_30_72 WT_31_85 WT_32_92 WT_33_94 WT_34_96 WT_35_100 WT_36_102 WT_37_105 WT_38_222 WT_39_224 WT_40_228 SS_1_51 SS_2_54 SS_3_55 SS_4_56 SS_5_57 SS_6_58 SS_7_59 SS_8_60 SS_9_62 SS_10_63 SS_11_64 SS_12_67 SS_13_68 SS_14_69 SS_15_70 SS_16_71 SS_17_73 SS_18_74 SS_19_75 SS_20_76 SS_21_77 SS_22_78 SS_23_79 SS_24_80 SS_25_81 SS_26_82 SS_27_83 SS_28_84 SS_29_86 SS_30_87 SS_31_88 SS_32_89 SS_33_90 SS_34_91 SS_35_93 SS_36_95 SS_37_97 SS_38_98 SS_39_99 SS_40_101 SS_41_103 SS_42_104 SS_43_223 SS_44_225 SS_45_226 SS_46_227 SS_47_229 SS_48_230 SS_49_231 SS_50_232 TS_1_27_t60 TS_3_35_t48 TS_3_36_t96 TS_4_38_t44 TS_4_39_t104 TS_5_41_t44 TS_5_42_t104 TS_5_44_t188 TS_1_25_t0 TS_2_28_t0 TS_2_29_t1 TS_5_42_t104 TS_6_45_t0 TS_6_46_t1 TS_9_116_t4 TS_9_116_t4 TS_9_117_t10
G94 11.4225 11.3526666666667 11.016 9.24263333333333 8.894 8.9796 9.6022 9.442 10.8483333333333 11.5185 9.53936666666667 9.045525 9.4321 9.716325 9.45356666666667 11.4583333333333 9.0278 11.2046666666667 9.59713333333333 9.6284 9.2745 12.04 11.1963333333333 11.093 9.4852 9.296 11.0265 9.3898 10.0357 9.9243 9.9605 9.37396666666667 9.95833333333333 8.48305 9.51036666666667 9.40963333333333 9.09765 10.4703333333333 9.63403333333333 10.08085 8.9544 9.07295 9.36535 9.9272 10.83375 11.28725 10.9125 10.68325 9.52345 9.47136666666667 9.3544 10.6686666666667 9.45633333333333 9.68445 9.61096666666667 9.87495 9.09325 9.31515 8.49265 9.2406 9.11325 10.0123 8.86965 9.6583 9.6024 9.98945 10.0281 10.684 9.7173 10.0173 9.64503333333333 9.77983333333333 9.5803 9.7475 9.8902 10.5483333333333 9.5112 8.54175 9.8393 9.61886666666667 10.0781666666667 9.13785 10.307 9.18766666666667 9.9263 9.8399 9.79003333333333 9.63553333333333 9.91903333333333 10.045775 8.93943333333333 8.76026666666667 8.79756666666667 10.5015 11.1803333333333 10.5015 11.1803333333333 10.9516666666667 10.1526666666667 9.2959 9.7437 11.1803333333333 9.1984 9.9475 9.5322 9.5322 9.4097
G95 9.66855 9.7238 9.58246666666667 8.80346666666667 8.8385 8.9599 8.5652 8.9338 9.8971 9.68145 8.8141 9.075575 8.6327 9.27385 8.83393333333333 9.62123333333333 8.918 9.7809 8.34093333333333 8.7638 8.98173333333333 9.86056666666667 9.7318 9.58093333333333 8.6333 8.89445 9.8053 9.0885 10.0740666666667 8.7772 9.31235 9.02993333333333 10.2986666666667 8.9864 9.17126666666667 8.82856666666667 8.5327 9.60293333333333 9.6811 9.97335 8.65605 8.61395 9.1698 9.1283 9.322925 9.637025 9.63013333333333 9.56605 8.77485 8.74936666666667 8.8605 10.5163333333333 8.77216666666667 8.88605 8.81986666666667 9.11445 9.20665 9.6184 9.0852 9.9456 9.3024 9.27065 8.8654 8.9582 8.10015 9.14445 8.4311 9.6964 9.39785 9.4374 9.1499 9.10873333333333 9.02706666666667 9.09653333333333 8.89966666666667 10.2596666666667 9.3558 9.00565 9.22845 9.2586 8.36923333333333 8.75855 9.23776666666667 9.97986666666667 10.3803333333333 10.345 9.40213333333333 9.00236666666667 9.57016666666667 9.43915 10.0215333333333 8.71776666666667 8.7545 9.45825 9.7705 9.45825 9.7705 9.81033333333333 9.28343333333333 9.1754 9.3735 9.7705 9.326 9.3827 9.1226 9.1226 8.9459
G96 9.60605 9.12136666666667 9.15246666666667 8.884 8.31135 6.6372 7.31473333333333 6.4944 9.11383333333333 9.88875 8.83826666666667 7.937625 7.54036666666667 7.922675 9.02453333333333 9.8467 8.0884 9.352 7.00586666666667 8.89643333333333 8.9108 9.85033333333333 9.20976666666667 9.17436666666667 8.3857 7.89515 8.0574 8.0422 7.50546666666667 8.12115 7.73195 8.12806666666667 8.18136666666667 7.4946 6.78746666666667 8.24626666666667 7.90845 8.39513333333333 8.40956666666667 7.6792 8.18215 8.93775 7.89255 8.1243 8.2723 8.156575 7.91391666666667 7.973725 9.3055 9.42886666666667 8.03995 7.32243333333333 9.0092 8.94435 8.69393333333333 8.5991 9.09765 7.15345 8.71595 7.18925 8.76195 8.7072 8.71595 8.7679 8.757 8.277 9.272 9.26365 7.59315 7.61705 7.55373333333333 7.535 7.76516666666667 7.66036666666667 8.05093333333333 8.36953333333333 7.2421 7.5611 7.118 6.79626666666667 8.56813333333333 7.94845 8.23816666666667 8.12016666666667 8.14586666666667 7.8071 7.53013333333333 7.17313333333333 7.6201 7.996025 11.0496666666667 8.32043333333333 8.29416666666667 9.57095 9.50823333333333 9.57095 9.50823333333333 9.45106666666667 9.08296666666667 7.435 7.9066 9.50823333333333 6.8019 7.31 7.4377 7.4377 7.5964
G97 11.5475 11.3343333333333 10.0932333333333 9.75393333333333 10.0755 10.532 11.1253333333333 10.376 10.296 10.968 10.3326666666667 10.3835 10.728 10.4405 10.484 10.8233333333333 10.0975 9.888 10.1396666666667 10.5956666666667 9.97803333333333 11.2586666666667 10.0913333333333 10.193 10.437 10.729 11.3455 10.821 9.9166 9.91685 10.136 10.828 10.3013333333333 9.7982 10.4833333333333 10.6503333333333 10.6045 10.5693333333333 10.165 10.7725 10.3355 10.8425 10.47 10.9425 11.5475 11.4155 11.3353333333333 11.1615 10.501 10.4206666666667 10.858 10.7083333333333 10.2305666666667 10.1225 10.0595333333333 10.871 10.761 9.4938 10.8025 9.38975 11.0495 10.4745 10.725 9.747 10.8535 9.4192 9.98945 9.8351 10.246 10.2615 10.391 10.3753333333333 10.368 10.3943333333333 10.876 10.7626666666667 8.96905 9.9873 9.17775 10.4096666666667 10.257 10.6815 11.0556666666667 9.25373333333333 9.81403333333333 9.7326 10.0386666666667 9.14796666666667 10.4 10.847 8.9041 9.35176666666667 9.4754 10.8145 9.8764 10.8145 9.8764 10.3913333333333 10.4966666666667 10.177 9.7104 9.8764 10.241 10.016 10.058 10.058 10.008
G98 8.98075 8.59906666666667 9.21773333333333 8.92213333333333 10.223 11.633 10.7256666666667 10.919 9.2189 8.2791 8.87093333333333 10.27675 11.1376666666667 11.38675 9.12963333333333 8.29243333333333 9.95385 9.31066666666667 11.1463333333333 9.82263333333333 8.7382 9.03813333333333 9.31386666666667 9.3695 10.065 9.7702 10.58625 10.877 10.7903333333333 9.1779 10.337 10.7283333333333 9.2003 9.8653 11.0763333333333 10.8083333333333 10.415 10.576 9.5647 9.85505 9.9662 10.155 9.8804 9.42475 10.28975 10.49425 10.5141666666667 10.357 8.9743 8.99483333333333 10.8905 10.6443333333333 9.5317 9.40115 9.70996666666667 8.08495 8.8642 7.98715 8.97735 9.1835 9.41065 8.63915 9.0135 8.27485 9.3042 9.04955 9.137 9.0333 10.4055 10.343 10.619 10.711 10.6533333333333 10.5933333333333 10.6336666666667 9.6561 10.09 9.94545 10.0373 11.0573333333333 10.0800666666667 10.3605 10.546 9.59463333333333 10.554 10.0003333333333 9.7238 10.284 11.0243333333333 10.907 6.394 9.3897 9.48703333333333 8.31205 8.03183333333333 8.31205 8.03183333333333 7.68563333333333 8.68726666666667 9.8993 10.728 8.03183333333333 9.9214 9.9432 9.5373 9.5373 9.6055
G99 7.3226 6.6355 6.37283333333333 6.19803333333333 7.70375 7.0514 8.2518 6.3607 6.95173333333333 5.93075 6.14996666666667 7.52505 7.727 8.130425 6.57736666666667 6.1301 8.2333 6.60016666666667 7.43906666666667 7.41513333333333 5.4248 6.8537 6.38013333333333 6.6128 8.3925 8.28245 8.304525 7.80185 8.6591 6.52575 8.17205 7.88256666666667 8.60243333333333 6.1852 8.50246666666667 7.7549 8.4004 8.3415 7.07673333333333 7.31195 8.3026 8.11175 8.347 7.90585 8.762 8.227825 8.1638 8.023375 7.38515 7.19033333333333 7.76615 8.40333333333333 7.53746666666667 7.335 7.27533333333333 5.4575 6.15285 7.69675 7.0368 6.87015 6.8625 6.0034 4.9803 4.31125 5.3045 7.1285 5.89565 7.4352 8.2257 7.9451 7.8647 7.88656666666667 7.77446666666667 7.30123333333333 7.87016666666667 7.72556666666667 5.87895 6.03995 5.43485 8.5844 7.70906666666667 8.414 9.03263333333333 7.39866666666667 7.24416666666667 7.0635 6.8922 7.18326666666667 8.38683333333333 8.481225 5.53763333333333 6.63526666666667 6.83323333333333 6.0968 4.8632 6.0968 4.8632 7.1999 4.89903333333333 7.4533 7.5712 4.8632 7.7637 7.1792 5.3808 5.3808 5.6886
G100 13.649 13.4396666666667 12.567 12.054 12.631 12.162 12.3643333333333 12.09 12.5896666666667 13.1315 12.1386666666667 12.55925 12.015 12.3415 12.3553333333333 13.639 12.8305 12.7823333333333 11.7596666666667 12.229 12.0573333333333 13.6643333333333 12.8493333333333 12.4373333333333 11.9495 12.132 11.363 12.131 12.0496666666667 8.7605 12.174 13.616 11.874 12.404 12.0986666666667 13.6203333333333 12.436 11.4843333333333 12.3956666666667 11.5575 12.0395 11.9305 12.001 12.053 11.8485 11.6995 11.7833333333333 11.778 11.269 11.4396666666667 12.0965 11.94 11.1243333333333 11.1865 11.4326666666667 11.679 12.5475 11.4005 12.591 11.16695 12.5595 11.5055 12.785 11.2815 12.7115 12.011 12.5225 10.10605 12.145 12.0745 12.315 12.3773333333333 12.3376666666667 12.288 13.505 12.057 12.377 12.498 12.305 12.0303333333333 13.2143333333333 12.202 11.727 11.7183333333333 12.0053333333333 12.2536666666667 11.2356666666667 11.8836666666667 12.463 12.5365 12.2206666666667 12.5003333333333 12.271 10.6255 10.5533333333333 10.6255 10.5533333333333 10.7443333333333 11.4066666666667 12.499 12.749 10.5533333333333 12.542 12.391 11.566 11.566 11.393
G101 8.5431 8.1325 6.5783 7.65803333333333 8.8912 9.9358 9.17443333333333 9.7605 6.98806666666667 8.08645 7.1689 9.271025 9.40023333333333 9.8219 7.0395 7.1794 9.7578 6.5792 9.3999 7.72076666666667 7.8286 7.4609 6.6158 6.6585 9.817 8.34525 8.648675 8.6621 8.28983333333333 8.01175 8.8737 9.2516 8.222 9.9624 9.3771 9.13243333333333 9.31275 8.34776666666667 9.6601 6.6015 8.1658 9.01705 6.79615 8.1292 10.666 8.439525 8.50328333333333 9.8619 11.823 11.751 9.59245 9.31206666666667 11.2206666666667 11.138 10.1951666666667 10.203 9.86185 7.4224 9.91665 7.43115 9.7178 9.37015 8.8628 8.4668 8.589 6.58635 7.751 5.2006 8.5736 9.37915 9.51236666666667 9.4626 9.50683333333333 9.4859 8.22716666666667 8.00663333333333 8.81385 9.81885 8.99365 9.397 7.55846666666667 8.7223 8.56383333333333 9.77156666666667 9.5046 8.749 7.5671 9.1874 11.1 11.34325 8.61403333333333 8.42576666666667 8.31643333333333 10.967 10.6766666666667 10.967 10.6766666666667 10.5043333333333 10.599 8.176 7.7051 10.6766666666667 8.2482 7.398 8.5585 8.5585 8.7972
G102 11.025 10.9316666666667 11.7746666666667 10.9753333333333 9.17405 10.325 10.2973333333333 10.053 11.82 10.8375 10.701 10.047975 9.94476666666667 10.31925 10.8023333333333 10.866 9.7241 11.712 9.9211 10.4736666666667 10.76 10.789 11.8456666666667 11.8593333333333 10.781 10.472 10.65175 10.766 10.1449666666667 8.5027 10.3025 10.1516666666667 10.2283333333333 10.104 10.2406666666667 10.1276666666667 10.515 11.1486666666667 11.3046666666667 10.899 10.4985 11.119 10.1243 10.8325 10.269 10.55725 10.6506666666667 10.665 10.7255 10.6076666666667 10.9275 10.9763333333333 10.8243333333333 10.655 10.5093333333333 10.0675 10.0785 8.65875 9.94165 8.0763 10.2595 10.431 10.3665 10.794 10.5895 11.161 10.9725 10.0352 10.2725 10.316 10.1573333333333 10.1876666666667 10.2593333333333 10.1656666666667 10.3276666666667 11.3536666666667 10.155 10.04245 10.00105 10.3023333333333 10.2073333333333 10.6235 11.179 11.1446666666667 11.328 11.2033333333333 10.169 9.9966 10.2583333333333 10.14725 8.8754 9.05906666666667 9.24243333333333 10.817 10.8273333333333 10.817 10.8273333333333 10.946 10.0173666666667 9.5517 9.6269 10.8273333333333 9.7179 9.7805 10.553 10.553 10.708
G103 9.61935 9.79496666666667 9.54416666666667 10.4466666666667 10.6315 10.062 10.599 10.235 9.29143333333333 9.12345 9.02523333333333 10.38825 10.8763333333333 10.88125 10.0457333333333 8.77503333333333 10.208 9.28943333333333 10.3663333333333 10.7533333333333 9.60816666666667 9.3917 9.62853333333333 9.4258 11.106 11.31 11.26875 11.0065 11.2366666666667 9.4508 11.078 10.6746666666667 10.9346666666667 10.0517 10.9786666666667 10.5636666666667 11.2905 10.7453333333333 10.914 11.0625 11.189 11.151 11.245 11.445 11.38275 11.43725 11.1516666666667 10.99825 10.384 10.456 10.9905 10.993 10.117 10.114 10.3413333333333 9.33305 9.3847 9.1531 9.1391 9.8344 9.6843 10.0068 9.6289 8.80625 9.0031 9.4424 9.2252 8.3523 11.179 11.1315 10.7686666666667 10.926 10.8476666666667 10.7143333333333 10.7056666666667 10.416 10.161 9.968 10.248 10.9856666666667 10.3386333333333 11.322 10.8663333333333 11.0146666666667 10.8256666666667 11.0473333333333 10.7266666666667 10.6003333333333 10.309 10.263 7.53616666666667 9.74773333333333 9.82136666666667 9.78245 10.2768333333333 9.78245 10.2768333333333 9.78593333333333 8.01486666666667 11.14 11.167 10.2768333333333 11.234 11.118 11.026 11.026 10.966
G104 8.3028 7.87143333333333 9.12916666666667 8.59463333333333 7.6198 7.846 8.46816666666667 7.6871 8.78173333333333 7.4051 8.7708 8.37355 8.20023333333333 8.152475 8.84833333333333 8.00456666666667 7.82505 8.9326 8.00396666666667 8.6445 8.35853333333333 8.4863 9.1008 9.35223333333333 8.04625 8.13625 8.404725 8.1563 7.6608 4.80585 8.1131 8.06186666666667 7.99736666666667 8.4258 7.9847 8.0969 8.35555 8.9934 8.2261 8.0897 7.79795 8.5059 7.7988 8.50965 8.434775 8.422575 8.30878333333333 8.301675 8.9177 8.73486666666667 8.40995 8.4972 8.79646666666667 8.5344 8.4805 7.5968 6.67775 3.91165 6.31245 4.52275 6.9417 6.2333 6.22695 7.0623 7.7124 7.55735 7.68605 6.27255 8.12035 8.16065 8.0617 8.21756666666667 8.2155 8.17286666666667 8.2906 8.7536 8.0918 8.36735 8.00395 8.0593 7.34243333333333 8.59135 9.28396666666667 7.1994 7.9771 7.56086666666667 7.6034 7.52966666666667 8.12743333333333 7.981025 7.4013 7.6838 7.408 8.71815 8.58516666666667 8.71815 8.58516666666667 8.24393333333333 8.25003333333333 7.8051 7.8425 8.58516666666667 7.8862 7.9855 7.0353 7.0353 6.8895
G105 10.5925 10.73 10.2596666666667 10.302 10.638 10.65 10.9903333333333 10.367 10.0993333333333 11.02 10.298 10.899 10.3246666666667 10.70325 10.4603333333333 10.5756666666667 10.9675 10.197 9.74966666666667 10.393 10.3073333333333 10.3903333333333 10.144 10.369 10.546 10.501 9.846825 10.4765 10.744 7.0626 10.571 10.6306666666667 10.635 10.661 9.85453333333333 10.5643333333333 10.775 10.3613333333333 9.5837 8.7664 10.5715 10.643 10.5675 10.541 10.212 10.071825 10.0378666666667 10.097925 9.96455 10.0413333333333 10.551 10.169 9.8764 9.8372 9.95606666666667 10.11085 10.274 8.395 10.15145 9.0026 10.242 8.3125 10.441 9.61455 10.688 10.218 10.9145 7.10235 10.4785 10.546 10.498 10.4113333333333 10.494 10.619 10.562 10.0913333333333 10.5155 10.697 10.66 9.87783333333333 10.3617333333333 10.6845 10.2956666666667 9.08336666666667 9.44856666666667 9.3308 8.69563333333333 9.95696666666667 10.4033333333333 10.32625 10.85 10.6913333333333 10.6623333333333 10.534 10.0414666666667 10.534 10.0414666666667 9.68533333333333 10.8203333333333 10.761 10.702 10.0414666666667 10.648 10.963 9.7464 9.7464 9.3197
G106 10.192 10.2 9.59863333333333 9.1431 9.2827 9.2732 8.21313333333333 9.2236 9.78286666666667 10.01195 9.28203333333333 9.2873 9.2502 9.205375 9.06156666666667 9.91366666666667 9.64485 9.64156666666667 9.16466666666667 8.91236666666667 9.28876666666667 10.1713333333333 9.67986666666667 9.80713333333333 9.13995 8.8029 9.2441 8.85805 8.83786666666667 6.97115 9.03025 8.7111 9.0339 9.1835 8.64543333333333 8.7163 9.18055 9.28933333333333 9.23116666666667 9.6106 9.07755 8.8364 8.66345 9.03755 8.9036 8.9274 8.85736666666667 8.908925 9.0778 9.03196666666667 8.8675 9.06543333333333 9.11556666666667 9.03195 9.05766666666667 9.55265 9.50885 6.6833 9.2549 6.49175 9.47015 9.56215 9.71795 10.0255 9.78925 9.7576 10.1795 7.6859 8.98015 9.0624 9.1459 9.03923333333333 9.06066666666667 9.25593333333333 8.8066 9.22656666666667 9.25695 9.1313 9.18865 8.66586666666667 7.74446666666667 8.99145 9.1189 8.53636666666667 9.16803333333333 9.25566666666667 9.339 9.1358 8.74806666666667 8.52515 9.53556666666667 9.28066666666667 9.12873333333333 9.4827 9.9128 9.4827 9.9128 9.45166666666667 10.4627666666667 9.2414 9.3849 9.9128 9.2166 9.5642 7.9998 7.9998 8.019
G107 11.2075 10.6883333333333 9.61373333333333 8.46383333333333 6.3893 6.5725 7.3057 6.5874 9.11203333333333 10.384 8.59686666666667 5.57045 6.2919 7.68145 9.3384 10.6986666666667 9.1675 10.4643333333333 6.70083333333333 8.15296666666667 8.3022 10.599 9.53643333333333 8.88776666666667 10.4265 9.3474 6.53455 7.5199 6.79333333333333 7.5181 5.8081 4.92273333333333 8.62616666666667 7.3125 6.88526666666667 5.16096666666667 9.31155 5.1697 7.63456666666667 7.05645 6.41705 5.21325 9.06975 6.45335 6.138625 5.826575 6.03781666666667 5.5205 9.2759 8.57683333333333 7.5618 8.30273333333333 9.42766666666667 9.0008 8.60893333333333 7.1664 4.38785 7.147 4.53725 7.2278 4.70765 5.4716 4.60985 4.8918 5.5578 6.22345 5.88655 8.11445 6.5661 6.05015 4.9328 4.52326666666667 4.491 4.62743333333333 5.11353333333333 9.59586666666667 7.5691 6.4315 6.8242 7.06783333333333 5.16546666666667 7.81615 5.90226666666667 9.7497 7.89593333333333 7.8861 7.1408 9.3989 10.2676666666667 10.14125 10.813 6.24716666666667 6.78726666666667 8.7467 7.50286666666667 8.7467 7.50286666666667 9.13746666666667 8.65086666666667 5.6406 8.1832 7.50286666666667 6.0093 6.6306 8.0231 8.0231 8.5272
G108 9.02075 8.97646666666667 9.22723333333333 9.3649 9.76405 9.4984 9.83646666666667 9.3427 9.42286666666667 9.01955 9.68556666666667 9.6092 9.62736666666667 9.581275 9.41403333333333 9.52663333333333 10.0745 9.25583333333333 9.3246 9.49916666666667 9.54763333333333 8.9169 9.11673333333333 9.2216 9.397 8.95485 8.5897 9.5542 8.4391 7.6237 9.1371 9.10293333333333 8.58973333333333 9.5734 9.19616666666667 9.0164 9.74435 9.47893333333333 8.37116666666667 9.0279 9.30055 9.52665 9.26 9.87465 8.743075 8.4535 8.6214 8.762375 9.5259 9.5592 9.84165 9.2053 9.3734 9.2712 9.4798 8.78015 8.82655 6.6772 8.95465 7.161 9.0942 8.54465 9.0155 7.8072 8.76255 8.05245 8.33955 7.41555 9.20265 9.23515 9.30873333333333 9.26863333333333 9.42806666666667 9.48936666666667 9.27593333333333 9.2611 9.5528 9.5779 9.62925 9.19396666666667 8.83813333333333 9.72815 9.6742 7.73303333333333 8.49653333333333 8.062 8.89253333333333 9.01853333333333 8.9052 8.88975 7.40516666666667 9.2655 9.24046666666667 8.879 9.28833333333333 8.879 9.28833333333333 9.07676666666667 9.15563333333333 9.663 9.4855 9.28833333333333 9.4495 9.6022 9.0891 9.0891 9.0415
G109 7.4128 8.15353333333333 7.69296666666667 7.90673333333333 9.0551 9.4554 9.40053333333333 8.5237 8.0252 7.58145 7.58766666666667 9.5271 9.29713333333333 9.13535 7.7925 8.00223333333333 8.8762 8.1186 8.86726666666667 8.47136666666667 7.8423 8.08536666666667 8.08236666666667 7.94316666666667 8.5603 8.6404 8.687275 8.7652 8.4515 8.9547 9.28765 9.16 8.5335 9.1645 8.4415 9.1276 9.1969 9.42673333333333 7.84983333333333 8.302 9.0275 8.759 8.7681 9.00805 9.1851 9.11955 9.1399 8.908975 7.87805 7.82213333333333 8.7108 8.5998 7.87516666666667 7.77515 8.07456666666667 8.55995 8.5652 6.63365 8.5204 8.28015 8.51385 8.7149 8.85485 8.5589 9.537 8.40425 9.616 5.7937 9.2576 9.26 9.42886666666667 9.49543333333333 9.60076666666667 9.53503333333333 8.99103333333333 8.4518 7.75395 9.22515 7.30955 8.2516 8.4315 9.18785 9.46456666666667 7.62786666666667 8.02456666666667 8.2737 9.56813333333333 8.91083333333333 9.14763333333333 8.9352 9.64913333333333 8.14003333333333 7.9834 6.7007 8.26223333333333 6.7007 8.26223333333333 6.6837 7.89893333333333 9.8483 8.745 8.26223333333333 9.5721 9.1345 8.4182 8.4182 7.9029
G110 9.33865 9.3451 9.90516666666667 8.9557 9.3848 8.822 8.3464 8.9688 9.67756666666667 8.89565 8.69853333333333 9.4084 8.56863333333333 9.358525 8.7797 9.0297 9.1878 9.9361 8.6512 8.77036666666667 8.726 9.3839 9.66053333333333 10.0465333333333 9.30315 8.5973 9.0895 8.7836 8.9142 7.88885 9.06595 9.01286666666667 8.93293333333333 9.5053 9.03316666666667 8.97663333333333 8.8629 10.442 10.289 9.42495 8.6813 9.2436 8.78165 9.04035 9.213225 9.06665 9.14366666666667 8.97035 8.9508 9.0572 9.178 9.13416666666667 8.9547 9.0037 8.99336666666667 9.73185 9.1986 7.97835 9.1251 6.14745 9.37565 7.5512 9.48535 6.7743 9.5208 9.318 9.53205 7.68975 9.04705 8.9343 8.63313333333333 8.7076 8.65136666666667 8.68903333333333 9.07893333333333 9.2686 9.9256 9.49825 9.4472 9.2549 8.41006666666667 8.78395 9.44886666666667 9.00833333333333 10.1073333333333 9.56553333333333 8.76486666666667 8.4205 9.1792 9.05365 10.4836 9.0125 8.84643333333333 9.3069 9.6016 9.3069 9.6016 9.28356666666667 9.33926666666667 8.9921 8.9014 9.6016 9.1216 9.588 8.991 8.991 9.0355
G111 9.39505 8.85586666666667 8.15296666666667 9.22553333333333 8.43215 7.4253 6.6139 7.0893 8.5999 9.99275 9.07866666666667 8.403425 8.055 7.901525 9.34443333333333 8.9474 6.14605 8.2057 7.8099 8.7412 8.82953333333333 9.21176666666667 8.82343333333333 9.22773333333333 8.3525 7.5794 9.164075 8.7504 7.90106666666667 7.90685 6.7245 8.8704 8.36043333333333 8.73965 7.95426666666667 8.8167 9.73335 7.33676666666667 8.27723333333333 8.12735 8.5645 8.0563 9.0727 7.60515 8.233775 9.098175 8.61665 7.692125 10.641 10.417 9.78515 8.097 10.4573333333333 10.226 9.2488 8.0356 7.5985 5.82775 7.51715 7.7298 7.99225 4.83025 7.4213 5.43425 7.32735 6.3114 6.23545 6.20225 7.21715 6.7895 7.56253333333333 7.89683333333333 7.66496666666667 7.54263333333333 7.9468 9.91323333333333 11.865 8.5339 10.6715 7.66993333333333 6.7465 9.55495 8.14176666666667 8.6857 8.1531 7.94183333333333 7.68993333333333 10.547 9.42816666666667 9.69975 9.91783333333333 8.96166666666667 8.82796666666667 11.377 10.7541 11.377 10.7541 10.2583333333333 9.32273333333333 8.9068 12.338 10.7541 8.9992 11.755 9.6433 9.6433 9.7489
G112 7.9687 7.25363333333333 8.2858 8.56466666666667 7.1386 7.6249 8.95386666666667 6.7712 8.28643333333333 6.4365 8.1677 7.237475 7.97233333333333 7.0069 8.57556666666667 7.03823333333333 8.1389 8.26916666666667 7.91326666666667 8.4142 8.27313333333333 7.48683333333333 8.28506666666667 8.33966666666667 8.1372 8.26765 8.051975 8.0361 7.57426666666667 5.84535 7.98045 8.4899 7.9127 7.1908 7.767 8.18 7.7642 8.602 8.1193 8.2111 8.06445 8.23965 8.51035 9.0213 8.3371 8.22965 8.31341666666667 8.130425 8.2469 7.8615 8.19855 8.74156666666667 7.74466666666667 7.63445 7.8487 5.87845 6.4727 6.01065 6.74605 5.3603 6.75355 4.76135 4.99985 6.14185 4.24615 4.4833 4.69415 7.34115 8.19115 8.1325 6.83526666666667 6.77973333333333 6.9162 6.7224 8.67473333333333 8.56013333333333 6.78 7.36785 7.041 7.77843333333333 7.31656666666667 7.839 8.6433 6.9218 7.81846666666667 7.8961 8.3727 7.5198 9.11566666666667 9.370125 6.52653333333333 5.70913333333333 5.70436666666667 4.87725 7.64833333333333 4.87725 7.64833333333333 5.7948 6.98716666666667 8.1454 7.5271 7.64833333333333 8.1583 8.0644 6.795 6.795 6.6526
G113 12.7415 12.6266666666667 11.3593333333333 11.705 8.10135 8.1884 8.131 7.7965 11.5643333333333 12.3945 9.63536666666667 9.9027 7.24753333333333 9.389325 9.72176666666667 11.595 5.03435 10.7926666666667 6.87376666666667 9.91346666666667 10.2583333333333 11.819 10.702 11.905 9.1443 10.0492 10.034475 10.278 10.1332 9.29645 8.7808 10.1826666666667 9.23743333333333 9.62385 9.89706666666667 10.6043333333333 7.89485 10.1792333333333 8.0531 9.63645 8.94205 9.33825 8.9678 10.3075 8.73215 10.43025 10.328 9.9188 7.9996 7.42616666666667 9.96945 10.9563333333333 7.90973333333333 7.82175 7.24066666666667 10.8625 9.9196 6.66605 9.62235 7.1272 10.1873 8.1047 10.256 9.4339 10.42675 8.5866 9.0941 10.731 9.06425 8.986 8.7851 9.00893333333333 8.89513333333333 8.8736 10.8696666666667 10.0721333333333 7.4398 9.49535 7.88525 9.796 10.7653333333333 8.33795 10.0637666666667 10.3686 9.7329 9.34293333333333 8.20646666666667 8.42733333333333 8.33263333333333 8.383675 10.3626666666667 8.34803333333333 8.4583 8.80685 9.72403333333333 8.80685 9.72403333333333 11.5683333333333 8.89413333333333 8.3748 8.856 9.72403333333333 8.4719 8.4476 7.2584 7.2584 7.7316
G114 9.69705 9.22686666666667 7.81363333333333 6.6072 8.04125 5.9366 7.86946666666667 6.2333 7.77196666666667 9.88495 6.48583333333333 8.25225 6.87573333333333 8.191425 6.68486666666667 8.29323333333333 8.07105 7.75043333333333 6.73243333333333 6.80763333333333 5.96883333333333 9.5196 7.76636666666667 8.35453333333333 7.6637 7.7987 7.410475 7.9483 7.16433333333333 5.86865 8.06445 7.44813333333333 7.43466666666667 7.48045 7.30573333333333 7.55713333333333 7.545 7.7164 8.72583333333333 8.026 7.1851 7.313 8.30725 7.91425 7.621575 7.525075 7.7816 7.72225 6.9562 6.5715 8.02225 6.85883333333333 7.0008 6.8949 6.99116666666667 7.03235 6.08825 5.9518 6.77095 6.66505 7.1709 6.1921 6.3046 5.38135 6.20875 6.99805 5.70365 7.5726 7.87285 8.10955 7.08916666666667 6.9688 7.1956 6.61946666666667 7.75456666666667 6.5289 8.05645 7.5557 8.19635 7.173 7.37426666666667 7.4461 7.7607 8.0252 8.48246666666667 8.0553 7.50823333333333 6.66473333333333 8.91746666666667 9.205425 8.80283333333333 7.39016666666667 7.57893333333333 5.8676 6.2047 5.8676 6.2047 7.588 5.91106666666667 8.036 8.4971 6.2047 8.0251 7.8142 7.4195 7.4195 7.4296
