G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 G18 G19 G21 G22 G23 G24 G30 G35 G38 G42 G43 G47 G50 G54 G55 G56 G57 G58 G60 G65 G67 G68 G69 G71 G72 G73 G75 G77 G78 G81 G82 G83 G85 G88 G89 G91 G93 G95 G98 G99 G100 G102 G105 G106 G108 G109 G110 G112 G113 G115 G117 G118 G119 G120 G122 G124 G126 G127 G128 G137 G139 G141 G143 G144 G145 G146 G149 G150 G151 G160 G161 G163 G165 G166 G167 G168 G169 G171 G173 G174 G175 G177 G178 G182 G183 G186 G187 G188 G189 G191 G192 G196 G197 G198 G201 G203 G204 G206 G207 G208 G209 G210 G215 G216 G218 G219 G220 G222 G223 G226 G231 G234 G235 G236 G243 G246 G247 G248 G250 G252 G253 G254 G257 G258 G259 G260 G262 G263 G267 G268 G269 G270 G271 G273 G276 G277 G278 G279 G280 G281 G282 G283 G284 G288 G289 G298 G299 G302 G303 G304 G305 G306 G308 G309 G312 G314 G315 G316 G319 G322 G325 G327 G329 G331 G332 G333
G246 0 0 1.66875672268672 0 0.0367938978324931 0 1.07094307325265 0 0 0.595753813592714 0.681509041262746 0 0.248756326690509 3.32035970951143 0.190622566344905 0 2.29511120804064 1.32085632478121 0.211069708193478 0 0 0 0 0.409228934579385 0 0 0 0 0.0479751323300295 1.71484978076123 0 0 0 0 1.89237439692245 0.974368591881226 0 1.03978236767559 0.528335647132852 0 1.13991230048213 0 0 0.235379685518727 2.01830958889058 0.71876415526393 2.83957545042056 0.770790956590316 0 0 0 0 0 0.295851757108305 0.148354437222652 0.286137654822658 0 0 0 0 0.0942736710858944 0 0 0 0.330004277540485 0 0 0.551641075539387 0.0776160400998928 0 0 0 0.282189217204006 0 0 0 0.258194778525213 0 0 0 0 0 0.134849654263316 0 0 0 0 0 0.455463005747096 0 0 0 0 0 0 0.0435824660865601 0.284940433406815 0 1.18980012905844 0 0 0 0.518004446078878 0.216461171356207 1.77059746006139 0 0.100759019570081 0 0 0 0 0 1.10044727122263 0 0 0 0 0 0 0 1.12978450992233 0.247907789284394 0 0 0.449499142238707 0 1.52230081554281 0 0 0 1.65692717177562 0 0 0 0 0 1.11506863194087 0.79830353568107 0 0 0.477999843565076 0 0.292978810709326 0 0.801504292765182 0 0.527598396224791 0.247910661357765 1.38721210745448 0 0 0 0 1.59760330313076 0 0 0 2.11582506408288 0 0.328730163253591 0 0 0 0 0.266362805103675 0 0.308741320795364 0 0.145215113981453 0.445816106551278 0 0 0.586487360747109 0 0.501511660559354 1.5537621364497 0.216117406853475 0
G247 0 0.367263640588659 0.94124373042418 0.0467537419813221 0 0 1.09580830732939 0 0 0 2.05167061640934 0 0 2.25223740946519 0 0.0758655098512501 2.02758375168863 0.934717191548427 0 0 0.878196673301391 0 0 0 0 0 0 0 0 1.2510764344209 0 0 0.455314613611763 0 0.850223072684191 2.59933408360359 0.223328905630056 0.411578715591744 0 0.611152533314765 0.459271586432251 0 0.105052238558404 0.272429464206847 1.36270746302578 0 2.80041031698154 0.909129433698155 0.792501418264993 0 0 0.0908506500051325 0 0 0.0167135247593081 0 0 0 0 0 0.715677640810104 0 0 0 0.82719713175141 0 0.181259916236454 1.30530085487029 0.27995863834472 0.58161161000993 0.583087027597322 0 0.101090087048158 0 0 0 1.73867932320029 0 0.99482178401433 0 0 0 0.568188593907845 0 0 0 0 0.70885858803401 0.533744042555914 0.607690492324833 0 0 0 0.0677616949005946 0 0.348704874443684 0 0 0 0 0 0 0.252027920704549 0 0.251518074941597 0 0.46026515360734 0.538602717216183 0 0 0 0 0.257982669559682 0 0 0 0 0 0 0 1.11859310287951 0.641188979530463 0 0 0.635630874472864 0.0257063167170066 0.667346589086535 2.12655783699848 0 0 2.71394322652412 0 0 0.277947223570669 0 0 0.716151863703144 0.241103294596208 0 0 0.333020367399334 0 0.84609739708059 0.558045868638935 0.831554279672185 0 0.0172802153836575 0 1.37013241980586 0 0.11733084881353 0.331527279914061 0.59519217514753 0.349337083803527 0 0 0 0.384260534702747 0 0.0832609363513031 0 0 0 1.11658568385084 0.304239587832723 0.0155308035374664 0.938219366039309 0 0.213364153439925 1.30649548792106 0 0.000493040810138444 0 0.450428170778839 0 2.30483245170299 0.117371630107524 0
G248 0 0 0.728885855087023 0 0 0 0.73195180955966 0 0.0722210357702086 0 0.77531219583673 0 0.422730078892805 2.53162144755639 0.2795078380023 0.397047558371545 2.45854808793216 0 0.553923809179348 0 0 0 0 0.991843750307208 0 0 0 0 0.364696019900088 1.26539114691043 0 0.289420740476069 0 0 0.395862191639671 0.662366938592495 0.269772543414623 0.727778479828261 0.0261411085193918 0 0.449043256233508 1.46546381677643 0 0.733983190901427 3.05098396604053 0 1.97397668860712 0.318112524725897 1.29734436839356 0.254030743120773 0 0 0 0 0.1137146643887 0.0120233992493153 0 0 0 0 0 0.7170472312958 0 0.176195363562523 0.503515044426479 0 1.56801159506548 0.19137671097182 0 0 0 0 0 0 0 0 0 0 0 0.253460932075236 1.37022717543994 0 0.546411310417671 0 0.109579660976357 0 0 0 0.776091173420271 0 1.37429549210887 0 0 1.05387532820915 0 0.329197603322741 0 0.192920917407935 0 0 0 0 0.258973236499545 0.389841981751057 1.67958428980909 0 0.26350826284111 0 0 0 0 0 0.210876730641503 0.795331723523876 0 0 0 0 0 0 0.185874273240877 1.1661869245989 0 0 1.13916195474155 0.0696623152302713 0.115415203937727 0 0 0 2.26516204031361 0 0 0.782867311992566 0 0.198852748471694 1.63569594471407 0.0807725949563532 0 0 0.411925465632648 0.116160142860842 0 0 0 0 1.13784290241518 0 1.95902034861123 0 0 0 0 1.47253148022374 0 1.98466307414434 0 0.926177848676928 0 1.85108606465452 0 0 0.165983815339511 0.396571225096513 0.799393312914275 0.0951575029633294 1.55143700673953 0 0 0 0 0.0502697826060842 0.210026444855322 0.813067612796654 0 1.07163033521328 0.57604011593798 0
G250 0 0 1.21218886899604 0 0.757939525650343 0 1.34075204483667 0 0.0679978776947017 0.214182108127228 1.65394453066126 0 0.705324534759513 3.46560746431849 0 0.0553111754943987 2.05119911049989 1.08364169862308 0.839140600861512 0.407353648527265 0 0 0 0.862104004187657 0.170966112970715 0 0 0 0 2.33806585711172 0 0 0 0 2.79730948026487 1.4310407697241 0.667612580793093 0.639514115387102 0.893863124525357 0 0.560700163605043 0 0.659254450520452 0 1.75539736020235 0 2.28996567635864 0 0.528254269981499 0 0 0 0 0 1.27521701055307 0.0813672248495135 0 0 0.154689383164457 0 0.265776632432598 0.168027672540443 0 0 0.220123025996291 0 0 0.537516448417629 0.194552065674903 0 0 0 0.911768543266496 0 0.90992289964968 0 0 0 0 0 0.373573983487338 0 0.192305870761581 0 0.215078098900243 0 0 0.194976397559099 0.43098519099192 0 0 0 0.280698361282328 0 0 0.212959433542429 0 0 0.767755151031654 0 0 0 0.510599499143981 0.184565995113612 2.33566476507429 0 0.151895837613219 0 0 0 0 0 0.983267430895342 0 0 0 0 0.434089172617003 0 0 0.102483623229174 0.128900542568184 0 0 0.349770808345026 0.52746944631855 0.746424381543116 0.176367940655754 0 0 0 0.181431973297715 0 0.249249944784363 0 0 1.19565431464655 1.52590805504347 0.411922145236653 0.0749742844980743 0.571799063239015 0.262659637782701 0 0 0 0 0.837876313940084 0.519246325609491 1.6784515792848 0 0 0 0 1.7490236199935 0 0 0 1.91876559022904 0 0.688728574548493 0 0.140382641609782 1.10254727682794 0 0.294770614501168 0 1.49034978028672 0 0 0.957652014447244 0 0.786690717836192 0.664048587062129 0.351564357734102 0.342967704404981 1.44655312566287 0.220039790781129 0
G252 0 0 0.84951079413457 0 1.40893222832464 0 0.583766699977716 0 0.806309694328386 1.02080481854175 1.90597933715143 0 0 4.26068911120419 0 0.681508072020955 2.46708093516765 1.09811007874733 0.00369379453739053 0 0 0 0 0.341232973248215 0.0154894454158784 0 0 0 0 2.57924666956169 0 0 0.21482211911667 0 2.16611817759871 0.993193626622735 0 0 0 0 0.88228119374908 0.308843467239631 1.2140950701889 0.141715570711692 1.90391336308247 0.407906852600203 3.07676654635476 0.810428207777183 0.577136029254117 0 0 0 0 0 0.642207909332882 0 0 0 0 0 0 0 0 0 0.744453779791315 0 0 0.967146751674954 1.76708787965951 0 0 0 0.800455028541027 0 1.02383930306071 0 0.467915702305319 0 0.108287123734071 0 0.00536935333668653 0 0.262118107481963 0 0 0 0 1.10328819173259 0.638022547099968 0 0 0 0 0 0 0.783415452504227 0 0 0.868480412524144 0.211102306873008 0 0 0.452212551053565 0.937836569017261 1.28455214990889 0 0.0630983804870731 0.336638312654845 0 0 0.273618100123053 0 0.972517119672533 0 0.0834965764613956 0 0 0 0 0 0.166314576446353 0.737174180273372 0 0 0.939936963955688 0 0 0.228859207098796 1.62000537039788 0 2.36349296583778 0 0 0.379546298906178 0 0.513287476260999 0.731954559627774 0 0.273437905963653 0.197717296206778 0.284420129182502 0.449216930547314 0 0 0 0 0.234854025441906 0.943267351793691 1.63485680050608 0 0 0 0 0.505083800289238 0.315405582918758 0.691792331955054 0 0.355616787871248 0 0 0 0 0.213243953379263 0 0.98096836490292 0.0161225924755869 1.95039253050497 0 0.696891598127861 0.667977801722146 0 0 0.050466436250093 0.541194487825871 0 1.04409248598678 0 0
G253 0 0 0.773169513417107 0 0.986031626792764 0 0.5828294180591 0 0.0702217198094027 0 0.334852641541033 0 0 2.96994290577628 0.0681633112885128 0.522692329762066 1.79249703817772 0.690803495618114 0 0 0 0 0 0.480982376673054 0.781877919294676 0 0 0 0.0829391410105436 1.29836058561251 0 0 0 0 1.67809744573369 0.443853035390656 0.459175368469295 0.417947483468285 0.251485724359819 0 1.27840670082371 0 0.303224474665355 0 2.01925321408847 0 3.19462818131272 0.298474410260245 0.514413462062432 0 0 0 0 0 0.0818258397229576 0 0 0 0 0 0.109561415990089 0.473642095736017 0 0 0.1826364894855 0 0.0940235031334684 0.0245155401510999 0 0 0 0 0 0 0 0 0 0 0.299180724400289 0.0257299204149584 0 0 0.22164503371034 0 0 0 0 0.16883423591108 0.828200669256747 0.0581570813472667 0 0 0 0.420692287410307 0 0.0857020316078547 0.0233463168155148 0 0.723377950265306 0.0564954956439936 0 0 0.115154818813312 0.617436963405059 1.84134666243197 0 0.559749013906579 0.695832473714596 0 0 0.092685451012621 0 0 0 0 0 0 0 0 0 0.818226872794882 0.437953261881577 0 0 0.278349693261949 0 0 0.102279123730462 0.00722088452473835 0 2.81867080451124 0 0 1.48937250959644 0.179174729454575 0.453480488235432 0.943223439610259 0.322331430949043 0 0 0 0.306339252755646 0.0521949719873137 0 0 0 0 0.992678572935757 2.78102313918958 0.242623827558933 0 0.434989463100787 0.145795286976809 1.3983391872318 0.341328446965169 0.0137495443426603 0.386322426637766 0.604184551824218 0 1.10790009956899 0 0 0.621079751404176 0 0.439669566740318 0.81497515003485 1.3716033472988 0 0.372439616520471 0 0 0 0.557634621332585 0 0.427743686472331 1.99867896904687 0 0
G254 0 0 0.307310179708256 1.08922875977578 0.274058326163602 0.224317152687998 0.355612696040593 0.134696745927688 0 0 0 0 0 2.60895755594037 0 0.742329922738738 0.87545573637956 0.237701644038564 0 0.171344766952231 0.0140547238688443 0.856568393255782 0 0.881656501980953 0 0 0 0 0.361415007200026 0 0 0.625612734092412 0 0 0.162412757937494 0.578885013322218 0 0.140723913581615 0 0 0.174216706275227 0 0.673818575287957 1.69793475166461 1.84581762817 0 1.14444084866454 0 1.32367306774817 0 0 0 0 0 0 0 0 0 1.04710522949775 0 0.0532917903205784 0 0 0 0.611067025904764 0 0.883833838387615 0.472588512743494 0 0.17074965127568 0 0 0.314696690117024 0 0 0.135088860571977 0.37928469691344 0.308065170077826 0 0 0 0 0.548594537433412 0 0 0 0 0 2.06052665335754 0 0 0 0 0 0 0.652091999883457 0 0.415638356675286 0.261709966911172 3.47958360397555 0 0 0.871208999767066 0 0.9253485791692 0 0 0 0 0 0 0 0 0 0 0.0245091064095562 0 0.868083212077682 0 0 0.220629416412338 0.728285990253566 0 0 0.767490267500811 0 0 0 0 0 1.91574803402738 0 0 0 0 0.645851383272378 3.76651584890445 0.543512446120079 0 0 0 0 0.05731157233342 0 0 0 0 0 1.34855911622805 0 0.0457693886130627 0 0 0.28298025427254 0 0 0 0.786404625906929 0 2.00904112322539 0 0 0 0 0 0 0 0 1.22126920679854 0.048515517840186 0 0 0 0 1.28684547337685 0.608152708846365 0.0894273392564125 0
G257 0 0 0.723424388152915 0 0.219895243966257 0 1.72512393884564 0 0.122212763456871 0 1.34432546184575 0 0 2.97108436478808 0 0 2.03037573664846 0.362508457522104 0.79215320645907 0 0 0 0 0.963304826560667 0.0343414612012659 0 0 0 0.276895224624841 1.87036059733716 0 0.0159753151123497 0 0 1.73990960889085 1.08700276342105 0.907180819936757 0.33253632151379 0.0404079963540838 0 0.461054444803385 0.386896298167112 1.29269098055823 0 2.64993232724827 0 2.33374289548872 0.753239523113085 0.107351699522365 0 0 0 0 0 0.803174954868435 0 0 0 0.954876933021138 0.0352605071156532 0 0.606391610984212 0 0 0.248056990700035 0 0.56234807503321 0.205245706013569 0.226213397364618 0.587221356926673 0 0 0.993709936901797 0 0 0 0 0 0.480008110401613 0.0530219052703544 0.258403023357964 0 0.243132561125605 0 0 0 0 0 0.643228151930161 0 0 0 0 0 0 0.764016722295748 0 0 0.242217519055202 0 0 0 0.214054373842454 0.514784482855574 1.41225533828145 0 0.370210896096827 0 0 0 0.2803753173324 0 0.961713360750468 0.0783166340429247 0 0 0 1.90400374156316 0 0.0863396511526372 0.706641673899356 0.491902341958136 0 0 0.0441290758557563 0.0365287132658533 1.15850479739474 0.683364521619631 0 0 2.07656521183113 0 0 0.859505714922344 0 0.57951908303493 1.02054313111616 0.304159091952062 0.278496999847983 0 0.894359811380184 0.143000383057322 0 0 0 0 0 0.422390829870929 2.71832430580345 0.0968830608232296 0 0 0 1.2896225584795 0.26911874589784 0 0 0.796108039852242 0.172152548753003 0.952493810816201 0 0 0.637918047414703 0.136152554385228 0.183364019381291 0 1.27023042432081 0 0.636727021007534 0.70698432104205 0 0.172831697173368 0.119363401410137 0.162697073600861 1.31073183473742 2.80520730852193 0 0
G258 0 0 1.55861082533236 0 0 0 1.72674100033729 0 0 0 0.588658453800002 0 0 3.07157772471103 0.900344270980679 0 2.44604648655499 0.837558722401768 0.26028873306228 0 0 0 0 1.13987442884978 1.3517793729831 0 0.157556318338167 0 0 1.22277492347961 0 0 0 0 0.749551458112324 0.426500038258019 0.551822836147973 0.328967057930425 0 0 0.94687421090315 0 0.705658406173741 0.0318834461712314 1.37217096093079 0 2.174165440511 0.617203008042436 1.84889281412321 0 0 0 0 0 0.372324375946874 0.0245017124153675 0 0 0.114681377941154 0 0.146468972370297 0 0 0.0822531550844326 0.175782818689445 0 0 0.122056516917033 0 0.601049189887221 0 0 0.639829775835489 0 0 0 0 0 0.266197484201015 0 0.561910041595149 0 1.28959640821879 0 0.0277112156943629 0 0 0.70033270757963 0.426605062319809 0 0 0 0 0 0 0 0 0 0.364791171512901 0.265678406617865 0 0 0 0.0130728151431191 2.29692546889158 0 0.647628904711726 0 0 0 0.20425162793984 0.0237168620019126 0 0.184294082364367 0 0 0 0.100670433686262 0 0 1.22301982482859 0.702295907824426 0 0 0.347729454173143 0 0 0.0308059887784871 0.128272205931464 0 1.36139695996743 0.109881792541648 0 1.20613385383278 0 0 1.39821313351466 0 0 0 0.42951668864615 0 0.0943101056887819 0 0 0 0 0.221380707343676 2.15894011240241 0 0 0 0 0.826310898462237 0 0.133620909929332 0 1.06590334818438 0.345314224869065 1.19757649713914 0 0 0 0.107209033950813 0.535730496353488 0.122589302864622 1.86024791490492 0 0 0.451750509228939 0 0.154221245083243 0.177225963071562 0.482465523784254 0.174321479732542 1.8869791590329 0 0.322991079948496
G259 0 0.147156354544247 1.18305955820516 0.528421621047744 0 0 0.742166219290572 0 0 0 0.136053002325276 0 0 2.6591413204212 0.0142331626480095 0.622968925871455 2.25018765634503 0.579314731615127 0.728116864942453 0 0 0 0 1.32438178959665 0 0 0.195452108481222 0 1.20184766870865 0.900309427593328 0 0.272712492261525 0 0 0.650887459115405 0.716367686913806 0.482467686846879 0.0637904795451193 0 0 0.650668246343241 0.244208169464367 0.902931084665996 0.517302883104767 1.98732073443763 0 2.43863486891668 0 1.07101066885248 0 0 0 0 0 0 0 0 0 0.563066091675289 0 0.0493279297744131 0.734082641222039 0 0 0.946969210793982 0 0.723486580968353 1.34414067964109 0 0 0 0 0.168420677782749 0.0177524365580973 0 0 0.313774550145928 0 0.252928905104789 0 0 0 0.635873549724592 0 0 0 0 0.747075877390679 1.09008275257949 0 0 0 0 0 0 0.46195688404774 0 0.61498994437836 0 0.545828876595653 0 0 1.26913565258787 0.326554644791168 1.78959124582674 0 0.212412045855801 0 0 0 0 0 0.0481329151849036 0.544752755603167 0 0 0 0.0944615185937543 0 0 0.737112530946492 0.566037401531921 0 0 0 0 0.476732041447497 0.625425040260606 0.416863361842875 0 2.70952289501856 0.47064960807652 0 1.70485710898866 0 0.140862783253765 0 0.152296198577938 0 0 0.131004451134522 0 1.11362275731093 0 0 0 0 0.188487726366047 1.66786953685471 0 0.228718945223755 0.225949415043287 0 0.840887899704802 0.251512419733644 0 0 0 0.370961741479051 0.0703984853022226 0 0 0 0 0 0 0.222562899412432 0 0.273690321242258 0.311540210653818 0 0 0.982853097858141 0.0221718805168169 0 1.34947514411804 0 0
G260 0 0 0.99610543550858 0 0.823858151342412 0 0.498997029128442 0.0435424874377689 0 0 0 0 0 0.796045778964122 0.612263351542617 0.25860587060874 1.02382925326275 0.634032157296044 0 0 0.368597251772663 0.259435070363748 0 0 0 0 0.843981790261381 0 0 1.72420343241086 0 0 0 0 1.61440046229705 0.625586134702191 0 1.78932598155091 0.629601582509968 0 0 0 0 0.407106572025458 1.8370410219295 0 0.789265029502576 0.0103875810579507 1.13655926189239 0 0 0 0 0 0.383509538673316 0.358278767069676 0 0 0 0 1.22484391018941 0 0 0 0.412552309289288 0 0.829797422978448 0 0 0 0 0 0.53129064340407 0 0 0 0.125378073973694 0 0 0 0 0 0 0 0.0602918820957472 0 0 0.560715031879891 0.76798477778413 0 0 0 0 0.0959729315675541 0 0.25161207316084 0.588496282817603 0.0522001076925723 0.23296376713728 0.402469310131334 0 0 0.0320868871932165 0.0729137346644897 1.00186870858863 0 0 0.0735621232070124 0 0 0 0.375253656136429 0.31401104146273 0 0 0 0 0 0.196491546208041 0 0.622046810348735 0.483238573789897 0 0 1.76967553396798 0 0 0.226917799690675 0 0 2.64898953994121 0.327106051964404 0 1.25491797656613 0 0.0633254758660308 1.90559197647829 0 0 0.0535001550083217 0 0.384929141525197 0 0 0 0.141997775110882 0.449302821979156 0.483775198269108 1.95921391646467 0.08763545080175 0.269696959375433 0 0.368450438287035 1.22119320103395 0.0820736083911506 0 0 0.461253143090059 0 2.89752009717898 0 0 0.16705783171789 0 0.248238511218546 0 0.793706619855011 0 0 1.07422691176641 0 0 1.65134423567861 0 0 0.106340213059354 0.969022075011784 0
G262 0 0 1.6207935780547 0 0.465338138317849 0 2.63653933853964 0 0.258984728052955 0 0.70898295080928 0 0 1.99203366254691 0 0 1.5147303089075 0.964351457315387 0.538938282717428 0.313338760708406 0.495911724346352 0.523099452059095 0 0.697004137760309 0.0603683142304689 0 0 0 0 1.98120142124897 0 0 0 0.0838760323613332 2.57946825677234 0.0917156429802096 0 0.616497748777124 0.718958741769241 0 0.594071462231911 0 0.982648542825175 0 1.90273935053064 0 1.4676971757561 0 0.189879086838632 0 0 0 0 0 1.45604147129567 1.15856590860778 0 0 1.05000682364843 0.0109670669840244 0 0 0 0 1.68659960456365 0 0 0.754691059133598 0 0.04790622313068 0 0 0 1.55704075178508 0.128280001102918 0 0.29247992070652 0 0 0.457736589165965 0.200939046161038 0 0 0 0 0 0 0 0 0 0 0 0 0.470266004402828 0 1.18625969219086 0.111609403082809 0.427542385396679 0 0.934136824622381 0 0 0.0630328357800149 0.114802211456861 1.94421209446845 0 1.32651677935341 0 0 0 0 0 0.53205413109583 0 0.463134267832903 0 0.120350311213688 0.839963269241199 0 0 0.540432635041832 0.825987548792235 0.116096724419349 0 0.349889181648778 0 0.446954569481685 1.46486151715066 0 0 1.29586947690949 0 0 0.536105754031176 0.195146159627538 0.20902361322692 0.298338928601987 0.198422192979053 0 0 1.00670694340739 0.975341749536684 0.482692096858087 0.272527227568593 0.169539300075805 0 0.977825136818119 0.401516268125006 0.536992842076597 0.438412995889769 0 0.086194893424402 0.0207193695406204 1.16349483709788 0 0 1.53576296547283 1.67371507668418 0.0717245002836834 0.126446217812262 0 0 0.229306733484985 0 0.727472448519993 0 1.37001989167768 0 0.0457551989338413 0.64984323410269 0 0.325916473198314 0 0 0 0.867259464649177 0.484364067315048 0.692887611084049
G263 0 0 0.251025482522133 0 0.556600791130245 0 0.24516038159412 0 0.693272465428606 0 0 0 0 3.14713458446036 1.10008749978199 0 2.27381247949549 0.509942724302659 0.0547609781915371 0.269136604467053 0.367662158441391 0 0 0 0 0 0 0 1.21938081925508 1.08782216673876 0 0 0 0 0.195432812214164 0.79896071616999 0 0.119512666332041 0.10259824975299 0 0.455847256340401 0 0.558076985374494 0 1.34165238118252 0 1.70382945215555 0 0 1.70052976507811 0 0 0 0 0 0 0 0 0 0 0.721247616611377 0 0 1.54148967903857 0.105551829184738 0 0.859671353450346 0.552092839331691 0 0 0.886333775828559 0 0.00344802248191366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.33363539583306 0.11574571345064 0 0.278258292123754 0.321887600100991 1.91927236845643 0 0 0 0 0 0 0 0 0.553568639628795 0.431557946266449 1.90269278625028 0 0 0 0 1.17058246013285 0 0 0.374148130661454 0.166734404722583 0 0 0 0 0 0 2.11275739742118 0.163079500428396 0.769504807791151 0 0.73266687917884 0.396268779030225 0 0 0.548703797377686 0 1.1044043850294 0.396826055983205 0.00677814033614775 0.697131163232426 0.601690028755018 0.51445188032433 0.0802329950301316 0 0.0712600971129461 0 0.405931035981435 0 0 0 0.793802750289499 1.02718192558096 1.32263878537523 0.179417846714014 0.525068535546098 0.184137375181475 0.0306713535421953 0.0175070681123738 0.0173379857016894 0.571283010509708 0 0.794148089293097 0.16554979252653 0.230082956822166 0 0.0578774562597615 0 0 0 0 0.47252626860639 0 1.63400336850519 0 0.396114212799091 0 0 0 0 0 1.01313537479958 0.498626599092229 0 0
G267 0 0 0.654757868414971 0 0.106845894222328 0 1.12186941336262 0 0.13159089294412 0 1.48415128948343 0 0.355822406772604 2.19694858129973 0.119583420344741 0.457677165359256 1.93704054554389 0 0.738509492808036 0 0 0.513497175256068 0 1.90126856604759 0.23391876424595 0 0 0 0 1.44282633726795 0 0 0 0 1.77306427160548 0.263627160518275 0.078315059244346 0 0.0552477790621059 0 0.760006039099384 1.56070849076488 0.829320795808825 1.10526639216751 2.24479637967536 0 1.94666114601144 0 0.695432136621492 0 0 0 0.0571551234747747 0 0.763616670811411 0 0 0.285724369881177 0.266260498844019 0 0 0.478095816068662 0 0 0.20098377442002 0 1.51244752487868 1.41794202168733 0.0821449529107576 0.0904325611312252 0 0 0.715508424943938 0 0.217088602685886 0.150332184068656 0.561963587814316 0 0 0 0.193859301088461 0 0.348115543389452 0 0 0 0 0 1.5589480269542 0 0.528751932583039 0 0 0 0 0.520112227756324 0 0 0.591756918639764 0 0 0 0.200863171385187 1.0269540510745 1.79512610147041 0 0 0 0 0 0 0 0 0.0446923602344885 0 0 0 0.270543681710247 0 0 0 1.20869926255196 0 0 0.343985621736648 0 1.06861855591623 0.700996773616148 0 0 2.05308850114972 0 0 0.632403899496288 0 0 0.815431773858068 0 0.556800281691953 0 0 0 0.0896984640847413 0 0 0 0.176601426986561 0.19424879766491 0.921464052570528 0.573868717508131 0 0 0 0.580784590273534 0 0.654297585775728 0.163445644689307 0.300391541405056 0.126072582246428 1.01951032748955 0 0 0 0 0.703388001739355 0.681813043405692 0.831997010008756 0 1.39050724116875 0 0 0.556950177004901 0.33197394745479 0 0.550113853427527 1.18384709929797 0 0
G268 0 0 0.0902968248932544 0.836213985921822 0.678842615218862 0 0.881321423693363 0 0.500408393159018 0 0.884477023312622 0 0.0463716786885504 0.7111875236845 0.324448590495506 0 1.88546482308745 0.614689871805695 0 0 0.764997695158273 0.179824554025006 0 0 0 0 0.12930808634435 0 0 0.136030319000298 0 0 0 0 0.653833642424201 0.638696379316799 0 0 0.702734195031025 0.272989212438128 0.880737383632921 0 0 0 0.792542773308902 0 0.154954361116904 0 0.649572071548662 0 0 0 0.292781643766784 0 0.190753746390911 0 0 0.0492297000846718 0 0 0 0 0 0 1.96002158427758 0 0 0.668004146454271 0 0 0 0 0 0 0 0.451234222969626 0 0 0 1.49521344003578 0 0 0 1.10797379208621 0 0 0 0.683243980481508 0 0 0 0 0 0 0 0.700872094129938 0 0 0 0 0 0 0.678509794643144 0 1.84324094326036 0 0 0 0 0 0 0 1.16235654317288 0 0 0 0 0 0 0 1.21285412597545 0.853419977879386 0 0.035790517018131 0.0274733402011537 0.116774807271833 0.504402936109864 0.404968697297813 0 0 0.694359487344833 0 0 0.679453119330471 0.129345639455582 0.257241431951203 1.97659733601061 0 0 0 0 0 0 0 0 0 0.173015206582741 0.923648195634217 0.210843996762957 0 0.503736702765792 0 0 0 0.877602168242936 0 0 0 0 1.34445595275596 0 0 0 0.891162918469214 0.429918783260829 0 0.608189174123752 0 0.161290058553488 0.941566066740851 0 0.252436241624904 0.215834049033295 0 0.497745309385133 1.48007354070561 1.94037994858545 0.556188150065112
G269 0 0 1.28666925935384 0 0 0 1.41670290707603 0 0.145885479641225 0 1.16440454346705 0 0.143208290981425 2.34622730171391 0.252362267664582 0.944106454732403 2.39078255095972 0.803893874891625 0.214955793804425 0 0.510956597653524 0 0 0.535045677423327 0.595852327159767 0 0 0 0 1.90928103722839 0 0 0 0 1.71891159893039 0.814631289902741 0 0 0.262075604643661 0 0.580081456064273 0 0.664652140669759 0.113157368089159 2.29451958738726 0 2.40161544529404 0 0.786875089444599 0 0 0 0 0 0 0 0 0 0 0 0.190561371843839 0 0 0 0 0 0.722451885185222 0.765813921411703 0 0.532617655927372 0 0 0.495283976576717 0 0.454998908935939 0 0.375739603561875 0 0.852669108950312 0.731026320518653 0.0466510739203761 0 0.775881161916242 0 0 0 0 0.167375665082071 1.15268226728385 0 0 0 0 0.225012105240554 0 0.150550563165906 0.363356839824435 0 0 0 0 0 0.324049233457605 0 2.65399791834037 0 1.21396314296985 0 0 0 0 0 1.6384433878518 0.816770739018856 0.351772998872278 0 0 0.170128613822084 0 0 0 0.994505359087258 0 0.725997221543291 0.781823612409878 0 0.0965252941050532 0.621942438363432 0.0380162634394096 0 2.50460815036622 0 0 0.18378716620418 0 0.721861577857184 1.00643291330095 0.294350359536729 0 0 0.522829226642004 0 0 0 0 0 0.344085639095545 0 1.84110245003762 0 0.303038249227087 0 0.443195556682104 0.453169703453395 0 1.24454206971835 0 0.159905575609662 0 1.00823121195375 0 0 0 0 0.578207519011442 0 1.7090384628757 0 0 0 0 0.29222078056458 0.221212445228453 0.0975613228200819 0 2.91258505439475 0 0
