G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 G13 G14 G15 G16 G17 G18 G19 G20 G21 G22 G23 G24 G25 G26 G27 G28 G29 G30 G31 G32 G33 G34 G35 G36 G37 G38 G39 G40 G41 G42 G43 G44 G45 G46 G47 G48 G49 G50 G51 G52 G53 G54 G55 G56 G57 G58 G59 G60 G61 G62 G63 G64 G65 G66 G67 G68 G69 G70 G71 G72 G73 G74 G75 G76 G77 G78 G79 G80 G81 G82 G83 G84 G85 G86 G87 G88 G89 G90 G91 G92 G93 G94 G95 G96 G97 G98 G99 G100 G101 G102 G103 G104 G105 G106 G107 G108 G109 G110 G111 G112 G113 G114 G115 G116 G117 G118 G119 G120 G121 G122 G123 G124 G125 G126 G127 G128 G129 G130 G131 G132 G133 G134 G135 G136 G137 G138 G139 G140 G141 G142 G143 G144 G145 G146 G147 G148 G149 G150 G151 G152 G153 G154 G155 G156 G157 G158 G159 G160 G161 G162 G163 G164 G165 G166 G167 G168 G169 G170 G171 G172 G173 G174 G175 G176 G177 G178 G179 G180 G181 G182 G183 G184 G185 G186 G187 G188 G189 G190 G191 G192 G193 G194 G195
G336 0.898851559037323 2.5782940662745 0.115082207636614 0 1.49663981693125 0.0383121210539712 1.02212562475485 0.545598960741447 0 3.49268863396153 0 0 0 3.10843938009984 0 1.36291100907374 0.344921975860911 0 0.521500592817108 0 0.306180048023332 1.33714478051989 0.292226127747989 0.125797432416487 0 0 1.16265805339309 1.74307128209406 0 1.38414967348363 0 1.03987232293929 0.499351612139879 3.00515701961655 0.275304977842429 0 0 0.815734237655555 1.63231156756868 0 0 2.51006667340741 0 2.17187084095503 0.20397330860168 2.52725159997137 0 0.836381406381995 1.11453680946174 0 0.218785294275692 0.270288507316207 0 0.334182424239478 0.997184542559871 0.155219265505629 0.315821907139092 1.05066361799578 0.00928154467863267 1.34753313183553 0.277549790606047 1.44368282837153 2.29963090442309 1.56850800296667 0 0 0.508730624744073 0.370769270942666 0 1.84550592237155 0.121733631379942 0.545431812045327 2.11225374061148 0 3.00305979972767 0 0 0.728916663283193 0 0 1.93011606850719 0.982896261363983 0.48331000255866 3.30315586539686 0.715244960338385 0 0 0.611037909585742 1.59857556220673 0 0 0.0154339489616169 0.685534681782385 0 0.356415089230719 1.29888683866557 0 0.563780594503399 0.715313006768908 0.50435053845332 0.0494324442767661 1.83392172822765 2.19176385066557 0 0.522010104688662 2.09281806778846 1.30955973833415 0.607431417984986 0 0.700222951909242 0.49851594484708 0.0938556404025514 1.12567680389285 2.9018992493262 0.113025741405832 0.113092846548654 0 0.122259027131945 0 0 3.82902441343505 0 0 0 0 0 0 0.651538016756155 0.88972881700716 0 2.05020247932109 0.391730638947595 2.39466225562304 0.723600653319658 0 0.746833127784165 0 0 0 0 0 0 1.47890064481063 0.598494036851916 1.88111970574884 0 1.2712819863382 0 0.133752479582341 0.705850835437515 0.411934784689235 0.0426970085277841 2.91596735398356 0.437784245370934 1.22166585336706 0 0 0.349584401747078 0.280452924257578 1.48960792807533 0.380886536038867 0 2.42621797599434 0 0 0 0 0.648401431722117 0.582076980161496 0 0.639978856204206 1.45191749744427 0.941053678999847 0.926884645557192 2.70083485595223 1.28594592055189 3.14480423970935 0 0.792697321938593 1.98631957183246 0.25822828403338 0 1.8040748264581 1.94921015465668 0 0.0366921443761066 0 0 0 0.260361660079887 0 0.666876061022619 0.462495134835786 0 0.204248374807109
G337 0 0 2.60466126500252 0.177313765656735 0.734952885942927 0 0.795540398253414 0 0.154177390397052 0.406321782192379 0 3.06187551339085 0.651129616917599 0.737015070800909 0.319484655198873 0.841616041848087 0.847569410687091 1.71623376670779 0 1.8314950966244 1.65244850425648 0 0 2.01163702910274 0 0 0.616689431841115 0 0 0 0 2.47663410990262 0.525108426579115 1.89383934283151 0.339661213709415 0 0.170698894432874 0 1.19308792458886 0.275290803540925 0.299262335902282 0 0.407862059061627 0.0207377507613562 1.39858678865982 0.345788919218032 0.67454944199704 0.0330115858887975 0 0.167330552683416 0.832090928998486 0.481516811733322 0 0.0779132383435854 0.229082096052332 0 0.412977272903862 0.498422361211988 0 0 0.602603375383446 0.184931505704076 1.02276677509779 0.568050451434472 0.345449864415084 0 0.257379207422366 0.481642178484992 1.07580261427613 0.86707976842698 0 0.778027384853599 0 0.485518829730378 0 0 0 0 1.27076814862459 3.75908727591867 0.140903498833704 1.04736980120949 0.193596817148272 4.73236107265418 1.30405100942714 0 1.04276966791294 3.12369984362513 0 0.290705709541215 0.920572960236 0.529551457267631 0 0 0 1.33048957629776 4.17048624288291 0.117884480607635 0.654259821571286 0.452981629584046 0 0 1.26802442627285 0 2.05097451573126 0.116993125750035 0.259516145743361 1.22301850351103 0 0.447096890151729 0.0867381440951463 0.110145481338174 1.59378827847602 0 1.50658611345434 0 3.44276245945889 1.09328348638346 2.03182945376065 4.75984126156393 2.32887527808308 0 0.538269752660259 0 0.0448533422455665 0.501826121307197 1.16189919113722 1.25661255380968 0.0586083878804264 0 0.641397815469295 1.46281564638066 0.588788712041882 0.0551082610431118 2.48446904839609 1.16840746378783 2.10812117868528 0 1.44278464089153 0.0572096938099227 1.03228663371811 0.748467730177552 0.129665281677415 0.883797267366731 0 0.327123421813843 0.278105783786628 1.27164812910413 0 0.347286067818588 0 2.25557496607449 3.24456886054398 0.164240987465905 0.607491260547 5.93171735067905 0 0.727599954775512 0.695748866404011 0 0 0 0.352857112720037 1.43764931179147 0 0 0 1.64855039848639 0 0.287587234066661 0.756486875350722 1.20671901946954 0 0.519063306619057 0 1.00277180554777 0 0.609340132987972 0 0 0.979788588510611 0 0 0 0.706833902029735 0 0 0 5.27026838147885 0.917422415873501 1.92516923294242 0.22024293370303 4.18254146558237 2.37403546223921 0
G338 0.884896248740841 0.295539390735609 0 0 3.88116210772845 0 3.31199171688502 0.350169304399276 1.5855100331985 2.07432717199161 0.375292268120012 0.755574535370891 1.07462999304417 2.04543476469134 1.40647553606692 0.0164802955501916 0.290818016966579 1.26937483001315 1.56282016148658 1.6745125102996 0.631343179833064 0 0.836426953564255 1.64484962337963 0 1.33258718920659 0 1.331437866855 0.795338708232312 0.777811005438748 1.14664746550947 1.60582789096299 2.66411264042617 0.486516369773512 1.63982978473994 0 0 1.68535303816066 2.83459785133212 0 0 0 1.58055219922281 0.00660487239986954 0 0.636615044017989 0.100246753532025 3.39288328477149 0 0 0.379568786681953 0 0 1.70542609940667 0 0.819460741753673 1.73613444192947 0.63151858744714 0 1.2256896093624 0.764832724926435 1.43973021958167 0 2.57845905037324 0 0.720730586766919 0.0979792244785686 0 1.18647464281503 0 0 0 2.64902315730716 0.378980964447833 0 0.914867698803239 0.738036483312319 1.552507938494 0.288305974621387 0.414715690296972 0 0 0 0.90044577361139 0 0 1.80257136513496 0.950153226605679 0.206892964709361 0.476086656503798 0.807433636114588 0.0602058371731158 0.50828103951496 0 1.50441094669474 0.931335113421166 0 0 1.30673817588974 0.104812344609133 0 0.642565690042839 0 0.770618152803127 0.0523086327551306 0 0.282997287399476 1.22055529592433 0 2.30119032219659 1.04704704985231 0.347775537585386 0.708904682577534 4.11823659218741 0.478345235235762 0.352243825314735 0.497856009233949 0.63296846674813 0 0.307062940911904 0.744344894407287 0 1.21752284141101 0 0.508801208717498 0.458580505234763 0.115824703940155 1.43093140751822 0.0409536284686627 0.22361644227185 0.330273389026448 1.37176595852723 1.18578290735474 2.45288817518047 0 0.220692955572673 0 0.937423406149077 0 1.03367747006933 0 0 3.21009462856752 0 2.99272328958925 0 0.602265523099355 1.02196161031133 0 0.366881671215158 8.62197711795662 0.141330772966477 0.690237104748244 0.172942289142433 0.449075128316577 0 3.4987600261823 0 1.13808961008183 1.05525504571018 0 0 2.27757189851 0.164473644062137 0.929521269416396 0.775329035931866 0.510335508190285 0.427345739475858 0.152774690497769 0.0165311199578549 0 0.489563907002685 0 0 2.9510260910884 0.359565561802249 2.08936854190134 0 0.790397106209128 2.02666519481196 1.9340790619706 0.323454813753762 0.948159277945778 3.39171244453739 0.982274390858742 0.227990339809117 0.0786863969959084 0.554738963877183 0.295071928910391 0.739609376064635 3.42756727016677 0 2.73379117632921 0 1.7228678858768
G339 0 0 0 1.53196973146017 0.751765810689064 0 0.217472969974389 0.729036735989864 0.866562210487323 0.755877095963017 0 0.142636946661576 0.717476131386792 0 5.71820813991822 0.85924100858702 0 0 0.145512014967268 0.823273946047916 0 0 0.778409228887736 0 0.346403190347331 0.235769987948161 1.12142239257148 0 0 0 0.376340534290785 0.00284077243809992 0 0.685784528734737 0.479350057191244 1.40353031679029 0.707804166696074 0 0.0595447903720555 0.173034436424203 0.0827530995826684 0 0 0.49410165874184 0 0 0 0 0 0 0 0 0 0.294459762274369 0.188755836147704 0 0 1.17051111085452 0.118174955731811 0 0 0 1.30787654393974 0.374694087329261 0 7.53199231804518 0 0 0 0.228458842040045 0 0.219864495915123 0.508297400248181 0 0 0 0.391533559562993 0 0.854205621897647 0 0 0.304655055365276 0.46015943564286 0.51379499649466 2.10478161873426 0 0 0.363613541936204 0.0408184540208456 0 0.00442738855893985 0 0 0 0 0.0418291713785114 0 0 2.04741640083453 0 0.289841103782006 0 0 0.075010318661996 0 1.90774194737606 0 0.0767450580449265 0.447241559290225 0 0.272071863889383 0.897147515741248 0 0.138623637748234 0.627238581113435 0 0 0 0 0 1.13489086401585 0 0 0 0 0.361327526591201 0 0 4.04462267441837 0.344577807816065 1.66763607911513 0.306779901285574 0 10.6974152992067 0.371886199441389 11.2127464956199 0 0.688129422403506 0.110786541535166 0 0 0.460258133198653 0.203267548269227 0.230962789929966 0 0.230925310373746 0 0 0 0 0.865586563904432 0.892615562237502 1.54076754695506 0.274318193789515 0.567949931478655 0.30906213584449 0 0.754884537137422 0 0 0 3.11060863280174 0 0.329063081457712 0.6471832502511 0 0 0.655622188589821 0 0 0 0 0 0.0287717019726253 0 0 0 0 1.45857446165865 0.709472881047492 0 0 0 0.0516052432569015 0.204553066932844 1.86652006006281 0 8.99305874752189 0.0351148020554619 0 0 0.571206740238588 0.973335375107118 0 0.775097317688685
G340 1.11824643169781 1.4405217779826 0.457890401918411 0.466452492098179 0 0 0 0.474016793009084 0 0 0.183688666356254 0.431965915041882 0 0 1.3309717658043 1.02031594653802 0.0909671803359338 0 0.371293959218459 0 1.5438475824542 0.472156638714084 0 0.968376688165002 0.104949368669934 0 0.535280656764036 0.313862740306953 0 1.9802776992585 1.08257466859349 0.747618347111292 1.06785810491815 0.132251356799094 0 0.95248204970153 0 0.388038554424365 0 0 0 0.040468509818192 0 0.234501439971881 0.24962990053701 0.354719879892909 0.0311954559577622 0 2.61877586518006 0 0 0.213819052007778 0 0.186921581326063 0.570439338679529 0.101850439607434 0.620530070685265 0.167028900913793 0 0.0134942355969043 0 0 0 0 1.83363388387874 0 0 0.220859065364247 0 0.872092579215159 0.392815470523395 0.153728469693236 0 0.535781891003282 0.645477276803939 0 0.0562860618252284 0.299122389596071 0.376016895520443 0 0.601617801455322 0.24176333010073 0.123412585453385 0.388766212362265 0.194978906760357 0 1.5938647189717 0 0.476153119786364 0 0.446357443758471 0 0 0.212923849263807 0.137253964068393 0.0247000761268236 0 0 0.286420342084846 0 0.755860430061784 0 0.568739582474045 0 1.63847327312803 0 0 0.108796601248328 0.416046648460121 0 0 0 0.709481506701059 0.424481850537886 0.188215012432508 0 0.386347895791938 0.0233369575085231 0.18281765420628 0.0418439350487419 0 0 0.0469083801168795 0.699811090485335 0 0.0696395783307342 1.63114150963533 0.457412592911107 0 0 0.659928326129918 0 0 1.27505518246934 0.512521770963426 0.462130500204827 0 0.0787384491374549 0.247834467333694 1.8829637631386 0 1.10092363837847 0 0.525824324299256 0 0 0.602397349073889 0 0 2.87495043436085 0 0.224347099324618 0 0 0 0 2.53348820656581 0.210552273748822 1.66372356701837 0.64696315850148 0.0999352379597701 0 0 0 0.654328391016874 0 0 0 1.12498389359199 0.00145859251856759 5.05114785704815 2.07370451445498 0 0 0 0.435078367689462 0.159182154103211 0 0 0.536430172188028 0 0 0 0 0.181296430118021 0 1.85931206273314 0.9242427059007 0 0.661285902385165 0 0 0.235122666982504 0.296591898586287 1.55951223967211
G341 0.367470222236464 0.240337608244952 0.824501877090498 0.174492531890644 0 0 0 0.0550763399870969 0 0 0 0 0.0918871681686459 0 1.23106519198135 0 3.11413169833463 0 0 0 0.322507052671722 0.311927918992097 0 0.512885239496983 0 0.176170242372577 0 0 0.575256481193631 0.274636859249631 0 0.267895649618735 2.52896501767181 0 0.73232851385442 0.402373770889571 0 0.223874442021198 1.54963649664992 0.657561202950568 1.62198348038945 0.284218801824806 0 0.425340762719706 0 0.586481300039495 0 0.225317481705076 0 0 0 0 0 0 0.708114894492677 0 0 0.203721205320805 0.117165375756243 0.128680940000567 0.214585696004629 0.118437051400547 0 0.0588078100387127 0 0 0.13921876542117 0 0 0.793601802869119 0 0 0.443380598999457 0.225737504547598 0.0595053977160808 0 0 1.51593345002081 0 0.165099609944762 0 1.42789557524808 0.0857185484418712 0 0 2.34524508857055 0.150986673596895 0.000233115262922742 0 0 1.02203155945685 8.7993766677663 0 0 0.0401045831459772 0.119572258554265 0 1.60094105714225 1.06195641022918 0 0.883747723632292 0 0.92526835405138 0 0 0 0 1.42696867182525 0 0.76414284730331 0 0.185102995653796 0 0 1.69100592670588 0 0.430264630931107 0.231508060420679 0 0.406805907496565 0.601538953980662 0.783365992436845 0 0 0 1.36362584066618 0.231428174037116 0.569517902533724 0.321330169216157 0.175710315749 0.918849315773599 0 2.03466938902324 0 1.07974649169486 0 0 0 0 0.525906310820522 0.532603113060673 0 1.05031857829195 0 0 0.0231734391298025 0.114745911454659 0 0 0 0 0.348996286019759 0.275050053036485 0 0 0.138640455253147 0.277587191201811 0.308930272642853 0 0 0 0 0.482370400311878 0 0 0 0 0 0 0 0 0 0 1.08618576769681 0 0 0 0.602866510052505 0 0 0.5439485298771 0 0.600818555055861 0 0.174484635618454 0.425313418098369 0.609091467180669 0 0 0.77695318462256 0 0.547822145061033 0.160138472097322 0.696460165611691 0.839384213722045
G342 0.683946932487837 2.86673638331044 1.65390585516842 2.65397540144891 0 1.80939359906943 0 0.10882794924674 1.97039178683879 0 0 1.02672555923797 0 0.614831081342182 0.878235426903087 2.98900361307441 1.59299280906061 0.841621098545748 1.4078899906784 0 0.16321076847923 1.30252541888339 0.189661180404088 0.529462001743783 0.964570680820669 0.27283845768423 0.275857973942457 1.0928208840356 0.829958291466824 0.561346844141703 1.26294042198463 0 0.71828579995453 0 0 3.76722645264694 0 1.67091872005133 0 0.47825878561646 1.11919620929672 0 0.30364767751418 1.40107008909689 0 0.551695398288997 0 0.816840296038067 0.89231817282751 1.60452213105646 0 0.245564668435702 1.47351605620045 0 0.660239627122794 0.101423213165092 0 0.23001344001779 0.111784804743946 1.4501806979631 0 0 0 0 0 0.458844451068901 0.422382489858396 0.271445555327258 0.0135686483094317 0 0.316904763967562 0 0.865972087587546 0 0.0782794060939972 0.902490175475232 2.497846269811 0 1.26471324272361 0 0.0828457814620581 0 1.00745855671099 0 1.04800430647086 1.06491657994162 2.78266207367291 0.039638818220991 0.479429943889128 1.31965716300483 0.37242082140709 0 0 0 1.02366130163658 0 1.6494191741272 0.358659734657537 0.328545807708585 2.71542687938802 2.14280226359692 1.64097024327208 0.522197505523866 0.438146835504592 0.470629706615473 0.588148478815872 0 0 2.19277783943948 0.861653858075258 1.00039040547123 0.211584597900979 0 0 0.440416728381915 1.67076695581801 0.298847416937391 0 1.45051498931726 0 0.162061943311787 0 0.229939272244667 0.423718264506626 1.51458039263472 0.728711301379361 0 0.0749408538093256 1.12362257951321 0 0.722148151236492 0 0.675525460859725 0.0445060906743934 0.680974388824027 0 0 1.16914115792429 0.407261007874027 4.03780361731937 0 1.2135434041295 0.804304046431102 0 0.465386348505212 0.171957247052695 1.51312867406585 0 0.93734602618798 0.416736304141356 0.708296535488621 0.0288516770265836 1.8619745758232 2.04519487923884 0.687412566564553 0.116512947213374 1.84207436379252 0.354775386180698 0 1.20007777657318 0.354218603246127 0 1.18838882706037 0.214169131763643 0.256447631028806 1.14413558598351 0.0623835354493531 0.0137286411105424 0 0.274573263440698 0 0 2.09747489712503 0.842674392432839 0.414424167036341 0 0.439381343241482 0.902327479289264 0 0 1.57934734390222 0.562836941852995 0.796648679721878 1.85467252165861 0.902331455111487 0.943004229314401 1.37878082607021 0.325616547476576 0.369911329957504 0.248747773664734 0 0 1.99708488705728 1.43170523426614 1.20596598212624
G343 0 1.19694259702446 2.6674560524907 1.06450662599501 0 1.07710240163597 0 0 0.105520175492138 0.477361584954739 2.00312968117382 0.549377580899934 0 0.121329776322891 0.819168889252512 1.02132125012007 0.431927529277583 0 0.86815651410662 0 1.38514241278552 1.06278180025208 0 1.1506199925329 0.875920693801138 0.503923260382103 0.365747104760411 0.986289701693893 1.42735985639766 0 0 0 0.115699607033274 0.506006746102871 1.37291189245483 0.528505504392159 1.65170114915668 0.469802103033972 1.24436375614269 0.196246084435674 0.39484813408621 0.360487729325314 0.307162822578384 0.51017348663326 0.860176729692648 0.872655067712695 0.794017035832118 0.278680720854167 0.308471715183959 1.09725779329513 1.6072716432138 0.195345189258787 2.07655183619169 0.73832310580321 0 0 0 0.488227478340383 1.15108668457934 0.533358275785593 0.380184652913454 0.395514454179141 0.412526764574369 2.32489556180785 1.31549419817531 2.03351184891053 1.42685342261228 1.79593931925289 0.588011206850638 0 0.751498441377035 0.92728839237305 1.26137536102491 0.690350875183504 0 2.18020220911283 1.02776150552885 0.659023099456937 0.0404923437986749 0 0.158944708207297 0.466903482657306 1.05460326551044 0.0198214922713156 1.022360370093 0.403450256378541 0.846776116312125 0 0.480657773365392 0.512312468641546 2.12677799896539 0.926839749498318 0.504006233699036 0.33760311933555 1.69201982127894 0.242343908265537 0.283460201200642 0.919018448494466 1.9569901828156 1.54073944424476 1.46443183394095 0.0675769635135998 0.35393441626732 1.34580336388674 0.339032068126135 1.07191649289461 1.26380261575927 0.360389486430495 3.03836491568072 0 0.625292678745713 1.99296177417328 0.492447879952015 0.731983032699242 1.8403072201047 0.429416404342992 0.267935490841017 0 0.77081883962102 0.0435798961094775 0.0549655713053448 1.29267701548939 0.3826770104821 1.21782729262563 1.02135003001441 2.81237133731236 0.87275816031877 0.019452474641187 0.873894417948966 1.5851563638555 3.18850016476509 1.25260089712866 0.458574294329451 0.928721040522321 0.19765231011835 1.18817077593823 0.387372833197038 0.515693874917873 0.228846628947866 1.01372727761505 0.0646525477008249 0 2.63064613402165 2.2193466036104 1.1178784896798 1.37675574123222 0.803205823967733 1.8185571431537 2.30666879152209 3.9464472800204 0.444467396238839 1.04226244091464 0.120123204735218 0.444660750238382 0.551203480406555 0.253369957985093 3.86826234050491 1.83241658168706 1.46055539256962 2.77412457631235 0.0850575164428562 0.62559935007441 2.42339219740939 0 1.6477686654024 0.954454841477003 1.35346176904187 0 1.48029652110482 0.131605183032211 0 1.44428280817627 0.594804595711428 0.312739647301063 1.35228847559545 0.725198147492566 0.105955266242924 0.0687716594978243 1.17274491556334 0.381941183035849 0 0.746560709453781 0.487526232833887 0 0.626451934432446 0 0 1.75855247913073 0.422285843040967 1.87011109625162 0 0.170818529254862 0 1.38856806402425 0.0299425545089631
G344 2.07991378015614 0.608204258434109 0 0 0 0.575248342877935 0 1.10609416003431 0.29251461061977 0 0 0.551631976843354 0 0 0 0.826850752678624 0 0 0 0.750777795411522 0.430605353953704 0 0 0 0 0 1.83947587844456 0.128086758025542 0 0 0 0 1.67694788337713 0.895374481103432 0.112821263267231 0 1.1447726112678 1.56033935125729 0.205011107298766 0 0.433746397753855 1.47792364919076 0 1.84505301478438 1.48995775791503 0.305987139703909 0.0321750089776276 0 0 0 0.581686495570168 0 0.102381783670651 0.0890852758490332 1.25899790819394 0 2.00529566887094 0.515437998159824 1.69151675258523 0 0.160464418517108 0.347478153284889 0 0 0.187763186201776 1.1510397156129 3.02127237010323 0 0 0.215848482633169 0 0.707242721112151 0 1.33965365745331 0.67831420382507 1.77930128863753 0.441216796476792 0 0.741331831109725 0 0.289221691754844 0.335850261094612 0.516788600697137 0 0 0.0317398781012207 0 0 3.07193287861517 0.644377634863592 0 0 0.694785374458611 1.03111837121367 0.74127059945657 0 0.645924648563957 0 0.0216109773604926 1.5535868503124 2.26175296217258 0 0 0.393797540258703 0.535186964790083 0 2.0260186668798 0.863506194503938 0.673473093532493 0.280509913816604 0.18328533565423 0.459708547631074 0 0.101337377905487 1.51293918009296 0 0.366387357318766 0 0.563636766057396 0 1.20928163033553 0 0.486014347564901 0 1.09560754642953 2.62904100737638 0 0.233905845232347 0.180650201500045 2.06367653295941 0.0743883235087736 0 0.714821697561829 0.312857945288838 0.142262725146354 0.161942036818044 0 0.217477938521413 0.30107534818787 0 0 1.45931173595297 0 0.650068391783122 0 0 0.525477654016414 0 1.3155198631606 0.528414678067836 1.24736811185729 0 1.5008473986905 0.550606940019058 1.10608690291682 0 0 0 0.463058431244365 2.68569109341083 0.510277405605377 0 0.249117749281157 0 0 1.09899855856619 0 0 0.0108890082230059 0 0.155686776285326 0 0.19688185883252 1.40057799565111 0.298028715412257 0.491809230199066 0 0 0.094394363853986 0.125073211189261 0 0 0 0.822863634918959 0 0 0.273680764625942 0.342170823942577 0.196965713253286 0 0 0 1.28633078361537 1.15430937970389 0
G345 0 0 0 0.0957157634482448 0 1.6673449407542 0 0.115253190858942 0 0 0 2.3081248373418 3.95851729353822 0 0.624580401915107 0 0 0.859655672590288 0 0.12465324828287 0.387298659759108 0.0909366252264792 1.61417523906165 0 0 0 0 0 0 0 0.574181907264674 0.0452377841229753 0.211159147585446 0 0.399952357058658 0 0 2.01902500176254 3.37602822623814 0 0 0.0691019415403578 0 0 0 0.0935790019096581 0 0.133414260679752 0.780796531576586 0 0 0 0.349835829668409 0.198354003025087 0 0.563413416451608 0.0145187709797878 0 0 0.285849368181506 0 0.378513654093697 0 0 1.1908412876458 0.251684191700282 0 0.439404604443304 0 0.667101872579627 0 0.448688719720018 0.0649940356667125 0 0 0 0 1.69888563890866 0.216846636737242 2.17287677575826 0 0 0.451068765329597 0 0 0 1.31416161877925 3.22375377537961 0 0 2.18952486999502 0.0402995208889204 0 0 0 0.564714097055089 1.57737808892466 0 0 0.770025226001833 0 0.857692391806248 0 1.3403911701202 0.495388300015608 0 0 0 0 1.0129597718631 0.256992837826116 0 1.29687375228822 0 0.156715289100067 1.41374650443272 1.13516802230013 0 0 2.86732278278803 0 2.21710505775711 0.482979788116374 0 0 0 0 0.602692215969563 0 0 0.203962071884722 0 0 0.349304484385439 1.13490468097391 0.822556275324378 1.35159752016018 0 0.331168465704231 0 0 0.747002847452849 0.787132644671301 0 0 0 0.129908878955243 0 0 0 0.947492108912301 1.51605856491371 0.475089019302719 0 0 0.723663196024319 0 0 0 0.201529311519562 0 0 0 2.4246605077521 0 0 0.48905872759025 0 0 0 0 0 0.52681344984673 0 0 0.446101271942484 0 0.00970869174337522 0 0 2.61445856147804 0.1073194544138 0.69525705537105 0.484056669008242 1.04912749939153 0.38752122056761 0 0 2.40738833224902 0 0.767709809534882 0.311900120666038 3.03081283947064 0 0
G346 0.388877912048799 0.759257930713582 0 0 0 0 0.74962923423065 10.2041683241263 0 1.4177160080511 0 0 0 0 0.226953345957451 0 0.84790207064203 0 0 1.59457703124605 0 0.928979729023985 3.48671639954873 0.0767086646275337 0 0 0.262190628276895 0.543703211648471 0 0 0 0.921558101826091 0.526661339381042 1.3616897265756 0.688758815383242 0 0.13330798202851 0.300013846190575 0.654770517264861 0 1.85607073098757 1.77905625762545 1.11772480624855 0 0.65470388538955 1.06874115069258 1.58209287150002 0 0.773291994538486 0.294382059455107 0 0.997452125305359 0.882463518388621 1.78623312510862 0 1.18811800540134 0.294036263444606 0.555471295924246 3.03317490621085 0 1.3397298584791 0.790708293098759 0.01482876700276 0.349562648628774 0 1.29683986847063 0.817579187288019 1.25035278452104 1.22683206755777 1.14353909757363 0 0.845573676908111 0.789040217573852 0.021731462533377 1.71432341434688 0 0 0 1.76259105023575 0 1.21272370263124 0.0824346398156478 0 0.563646977247684 0.724270611544385 0 0.616724123341185 0 1.70751650309939 0 0.0110714126597141 0 1.18944511001809 0.372231173792569 0.265619563359056 0.893885409302247 0 2.30849701277175 0.84544152639765 0 0 0 2.23428064040657 0 0.962434662644301 1.69907844168718 2.13297149149256 0.0468353697575095 0 0.446646188541854 0.479007220552848 0 1.36517685377228 0.0990285829169549 0.332630102237541 0.0984506521557815 0 0 0 0 1.42440873794241 0.355024767120248 1.92200561627886 0.565382425833966 0.887091290707431 0.891110022227619 0 0 1.0939767632501 1.05674178511331 0.205048581002782 0 0 1.39914839747912 0.286676098304209 0.400120235269705 0 1.66400351412303 0 0 0 0.900302207721564 1.18540464461051 1.04768786070987 0.611326317171738 0.307185016814647 0.590324187509943 0 0.454577443692456 0.307332769989497 0.755514734931976 0 0 0.634876785049991 0.973021084230624 0 0.356555179848524 0.377414589362608 1.3189157842777 2.06429216614782 0.615207052937282 0.221509930055904 0 0 0 0 1.90767111968912 0.0785049977116428 0 0 0 0 1.42846590610762 0.118351093707249 0.225042476390361 0.544113631219534 0 0 0 9.20052059204551 0.505722179445734 0.280581750776453 0.821518709786985 0.282133386226502 0.972573705438233 0.479495069012468 0 0.21308650513439 1.2796749164057 0 0 0 0.375243548274703 1.26577978068785 0.982259117517137
G347 0.188195004110577 0 2.76804106808799 1.62783243211637 1.15329915946912 0.116070039749058 0 0 0.512839281786121 0 0 0.0627023428165489 0 0 0 0.188212131471447 0 0.116834501515711 0 0.580631081852594 0.930497289653587 0 0.761354922650544 0.999058775378277 0.124913718380478 0 1.45803977813897 0.371932781849382 0 2.25246434557433 0 0 0.693924975829973 0 0.398269923632615 0 0.846618595769197 0.801495406417342 0.0250100214953464 0 0 0.567627927902845 0 0.451048634584195 0.0885862545998317 0.0254307573502414 1.74573499274363 0 0.17819338487273 0.694280761033619 0 0.448259008069081 0 0 0.724535909399856 0 0.0772974270109154 0 0.758524171118228 0.983764439958129 1.33723742289464 0 0 0.467571416864101 1.33835973133166 0.313280933056058 0.0228627691936604 0.782097651490276 0 0 0 0 0 0.581502396803342 0 0 0 0.022379805862549 0.746108764366236 0 0 1.03240952948205 1.85532680440585 0.951835424522402 1.37922063891068 0 0 0 0 0 1.485960445327 0 0 1.23824248088667 0.0659239097118232 0.224096698438753 0 0 0 0 0 0 0 0 0 0 0 0.348954937609367 0.780578182471993 0.229620999980363 0.0994511717086637 0 0 0.408937123579508 1.36919013340394 0 0 0 0 0.349540328180245 0.0030909602854072 0 0.972216921121635 0.671912067779624 0.128334542598395 0.245332967799887 1.26018795288087 0 0 1.96329533650254 0.120113563675382 0 0 0.985320623971063 0 0.158990301165653 0 0.38372122744495 0.405540081079125 0.0489124671147303 0.574276570376092 0.0289215323152455 0.841786898966938 2.56787182241299 0.278952839244348 0.382635529485644 0.629867236002668 0 0 0.128285475648589 0 0 1.09598604161037 0.249286516317235 0 0.702465897026672 2.46422942476941 0.822795272478448 0.293504592152861 0.348916503879768 0.602160649986749 1.05930694589831 0.121008738102386 0 0.412848048018483 0 0 0 0.892483045639347 0.338344452514438 7.38632251623999 0.266114615741118 0.12145136689513 0.0892982078591575 0 2.3302391220794 1.3431905640875 0.1506727696485 0 0.121801194058595 0 0 0.197714322606889 0.699750410053884 0 0 0 0 0.853677214729783 0 0 1.06917486437904 0.490965362824336 0.479393205839675 0.927337436679587
